Model,Condition_Row,Condition_Col,dCor_Sq
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.33949029771610517
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.47071461802734027
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.004958559411184755
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.4074541155513936
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.24451143413378146
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.5275673686928228
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.2665411086216974
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.013250557357629643
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Human-LLM Correlations,0.0063331420608774384
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.4084137035181427
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.4200356704727168
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.009680643549249834
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.32208160278404757
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.21751984181748985
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.454535742366169
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.2701043751041642
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.44728358157436315
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.40768279520269507
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.005126288605039635
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.3922202147346991
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.26624508764962024
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.534234549774547
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.2972388667290266
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.004509081416924567
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.42277161815865294
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.46277768472305764
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.009426051495835018
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.32278767315563955
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.19901928960523813
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.4561768581893001
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.26929622527669833
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.5130778311269081
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.5090486572561083
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.004871754803452272
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.3922202147346991
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.18822282812607322
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.534234549774547
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.31491357486064453
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.004509081416924567
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Between-LLMs Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Within-LLM Correlations,0.3948198692860671
gemini-2.5-flash,On Different Rubric Items,Within-LLM Correlations,0.5130778311269084
gemini-2.5-flash,On Different Rubric Items,Within-LLM Correlations,0.00485301823212829
gemini-2.5-flash,On Different Rubric Items,Within-LLM Correlations,0.22220435206852998
gemini-2.5-flash,On Different Rubric Items,Within-LLM Correlations,0.0
gemini-2.5-flash,On Different Rubric Items,Within-LLM Correlations,0.0
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.8798046972763413
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.5033860403495753
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.4835279718108484
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.000247219009426427
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.8798046972763413
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.5750390218682202
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.4231551974442192
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.009385596161507151
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.8798046972763413
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.6364107161135262
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.44855523773698225
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.019684407360450278
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.8999177358071737
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.52978775111723
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.46223274912034834
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.05497340800102659
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.7953058181428596
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.6608342649619494
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.5720512476437487
sonnet-4.6,On the Same Rubric Item,Human-LLM Correlations,0.05426477726074597
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.8701818407295957
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.606886608434472
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.6784053382693862
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.5348501648139483
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.8798046972763413
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.7401066106722594
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.7789754673125692
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.6611094019172064
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.8556232600610574
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.6891535450878582
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.5772507901306153
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.7014522784862329
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.8798046972763413
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.6539378756770955
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.7345319830851493
sonnet-4.6,On the Same Rubric Item,Between-LLMs Correlations,0.66080223315429
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4228988552604423
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4835279718108484
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.008758020597053821
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.5239698263782848
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.314459686797996
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.8798046972763413
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4228988552604423
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.008758020597053821
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.7628390283106042
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.46451022746484916
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.44162120117614334
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4228988552604423
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4835279718108484
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.008758020597053821
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.23777627132007995
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.11618236480764575
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.5360770927715923
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.36747935591416403
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.7624372341885552
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.3208793105559279
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.37486502216936723
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4228988552604423
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4835279718108484
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.008758020597053821
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.38758117175732504
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.2147657914080757
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.7521973056930155
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.5000743576205663
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.8255881611939473
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.3641101940812792
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.42274646525897513
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.402872727497775
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4627776847230572
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.009426051495835018
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.20818698880858705
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.10459480554420963
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.8317113805306898
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.3839308990378587
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.010134267093645816
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.013081308020570984
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.023505008299178475
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.007323354342640239
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.3664323440618899
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.42301580812587464
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.33257573921530403
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.1759378505924518
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.4503961323656173
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.2893668331903414
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.01755001849068607
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Human-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.33355418086951294
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.3774939861840615
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.36411019408127754
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.2309667427744029
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.40743115736521124
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.2234296652845021
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.37008291073220756
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.33910232632744564
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.4228988552604423
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.3239898553532062
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.4835279718108491
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.228273918670084
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.008758020597053821
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.32278767315563955
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.45617685818930115
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.42277161815865294
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.26929622527669833
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.4627776847230574
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.19901928960523813
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.009426051495835018
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.45617685818930087
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.4334890960646001
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.4228988552604423
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.24897028903435248
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.4835279718108491
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.2623304216570326
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.008758020597053821
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Between-LLMs Correlations,0.0
sonnet-4.6,On Different Rubric Items,Within-LLM Correlations,0.3629561187185736
sonnet-4.6,On Different Rubric Items,Within-LLM Correlations,0.3913766566819199
sonnet-4.6,On Different Rubric Items,Within-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Within-LLM Correlations,0.23715261048195782
sonnet-4.6,On Different Rubric Items,Within-LLM Correlations,0.0
sonnet-4.6,On Different Rubric Items,Within-LLM Correlations,0.0
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.9999999999999961
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.6062849661722256
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.5302283550584741
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.006452512492498036
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.9999999999999961
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.481224787898931
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.43181862297253276
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.011150408025083979
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.9999999999999961
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.5527141174908473
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.4826628795523328
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.023448598434876244
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.975375551294652
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.4896634385484847
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.5379736582029202
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.041941799063209585
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.9093531090413056
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.5696074375721812
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.5070684731958462
deepseek,On the Same Rubric Item,Human-LLM Correlations,0.029897963205040845
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.902997646666238
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6743658047325068
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6471848297630148
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.5283637297504349
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.9999999999999961
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.5801821223757793
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6617251587512019
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.9503473524027769
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.975375551294652
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6224170956247528
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6021842175198842
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.9443326737764995
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.8798046972763413
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6539378756770962
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.7345319830851497
deepseek,On the Same Rubric Item,Between-LLMs Correlations,0.6608022331542898
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5342345497745471
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5302283550584741
deepseek,On Different Rubric Items,Human-LLM Correlations,0.004526490114262764
deepseek,On Different Rubric Items,Human-LLM Correlations,0.6266319888427353
deepseek,On Different Rubric Items,Human-LLM Correlations,0.3296707033914932
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.9999999999999961
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5342345497745471
deepseek,On Different Rubric Items,Human-LLM Correlations,0.004526490114262764
deepseek,On Different Rubric Items,Human-LLM Correlations,0.8798046972763413
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5337133754402901
deepseek,On Different Rubric Items,Human-LLM Correlations,0.45141237570204057
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5342345497745471
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5302283550584741
deepseek,On Different Rubric Items,Human-LLM Correlations,0.004526490114262764
deepseek,On Different Rubric Items,Human-LLM Correlations,0.28259051484905345
deepseek,On Different Rubric Items,Human-LLM Correlations,0.14811334687973618
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.6103807538786786
deepseek,On Different Rubric Items,Human-LLM Correlations,0.4044346392619021
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.7966380569969981
deepseek,On Different Rubric Items,Human-LLM Correlations,0.4276791444103773
deepseek,On Different Rubric Items,Human-LLM Correlations,0.40129418873450956
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5342345497745471
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5302283550584741
deepseek,On Different Rubric Items,Human-LLM Correlations,0.004526490114262764
deepseek,On Different Rubric Items,Human-LLM Correlations,0.462808480878831
deepseek,On Different Rubric Items,Human-LLM Correlations,0.2311823312867275
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.8273624387896259
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5218690696048718
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.902997646666238
deepseek,On Different Rubric Items,Human-LLM Correlations,0.47541551571729124
deepseek,On Different Rubric Items,Human-LLM Correlations,0.47046027359121023
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5130778311269081
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5090486572561074
deepseek,On Different Rubric Items,Human-LLM Correlations,0.004871754803452272
deepseek,On Different Rubric Items,Human-LLM Correlations,0.2715593967693111
deepseek,On Different Rubric Items,Human-LLM Correlations,0.1039405238275268
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.9508992025236428
deepseek,On Different Rubric Items,Human-LLM Correlations,0.49270064388505336
deepseek,On Different Rubric Items,Human-LLM Correlations,0.00523778852839431
deepseek,On Different Rubric Items,Human-LLM Correlations,0.020576587366339976
deepseek,On Different Rubric Items,Human-LLM Correlations,0.00478481270946245
deepseek,On Different Rubric Items,Human-LLM Correlations,0.007050833943619732
deepseek,On Different Rubric Items,Human-LLM Correlations,0.47071461802733905
deepseek,On Different Rubric Items,Human-LLM Correlations,0.46684214231606763
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0049777034567288795
deepseek,On Different Rubric Items,Human-LLM Correlations,0.40774201707818747
deepseek,On Different Rubric Items,Human-LLM Correlations,0.1967345185431764
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.5487158754717821
deepseek,On Different Rubric Items,Human-LLM Correlations,0.36044849208432983
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek,On Different Rubric Items,Human-LLM Correlations,0.012311481038675562
deepseek,On Different Rubric Items,Human-LLM Correlations,0.024401223822791463
deepseek,On Different Rubric Items,Human-LLM Correlations,0.0022898903389775385
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4098839665585877
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.44040325574409656
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.008994569532589576
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4545357423661678
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.2562260481222995
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4509160275155247
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.2315457885760087
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.44560472797111517
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4278799182720946
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0047629849263207255
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.5342345497745467
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.2907349847091915
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.004251686469985815
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.5302283550584741
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.22991040595051815
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.004526490114262764
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.3922202147346991
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.5342345497745474
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.004509081416924567
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.5130778311269079
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.31491357486064453
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.5090486572561083
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.18822282812607263
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.004871754803452272
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4228988552604423
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4835279718108484
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.008758020597053821
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.45617685818930065
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.2623304216570326
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.4334890960646001
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.24897028903435248
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Between-LLMs Correlations,0.0
deepseek,On Different Rubric Items,Within-LLM Correlations,0.5342345497745471
deepseek,On Different Rubric Items,Within-LLM Correlations,0.5302283550584741
deepseek,On Different Rubric Items,Within-LLM Correlations,0.004526490114262764
deepseek,On Different Rubric Items,Within-LLM Correlations,0.2734467632343324
deepseek,On Different Rubric Items,Within-LLM Correlations,0.0
deepseek,On Different Rubric Items,Within-LLM Correlations,0.0
